  disasm                           seq_num  
str_uop lr, [sp, #4]                 5548
subi_uop sp, sp, #12                 5549
mov r4, r0                           5550
mov r7, #45                          5551
cmns r0, #4096                       5596
mov r3, r0                           5597
movls r1, r0                         5598
bhi                                  5599
ldr r3, [pc, #76]                    5600
cmps r4, r1                          5601
str r1, [r3, #0]                     5602
movls r1, #0                         5603
bhi                                  5604
mov r0, r1                           5605
ldr2_uop r4,r7, [sp, #0]             5606
ldr_uop r36, [sp, #8]                5607
addi_uop sp, sp, #12                 5608
uopReg_uop pc, r36                   5609
cmps r0, #0                          5610
bge                                  5611
mov r0, r4                           5612
add sp, sp, #4                       5613
ldr2_uop r4,r5, [sp, #0]             5614
ldr_uop r36, [sp, #8]                5615
addi_uop sp, sp, #12                 5616
uopReg_uop pc, r36                   5617
cmns r0, #1                          5618
moveq r0, #0                         5619
add sp, sp, #4                       5620
ldr_uop r36, [sp, #0]                5621
addi_uop sp, sp, #4                  5622
uopReg_uop pc, r36                   5623
subs r9, r0, #0                      5648
beq                                  5649
ldr r3, [pc, #464]                   5650
ldr r3, [r3, #0]                     5651
cmps r3, #0                          5652
beq                                  5653
add r3, r9, r4                       5667
rsb r3, r7, r3                       5668
orr r3, r3, #1                       5669
str r3, [r7, #4]                     5670
ldr r3, [pc, #380]                   5671
cmps fp, #0                          5672
ldr r2, [r3, #1092]                  5673
str r7, [r3, #48]                    5674
add r2, r4, r2                       5675
str r2, [r3, #1092]                  5676
beq                                  5677
ldr r5, [r8, #48]                    5678
b                                    5679
ldr r2, [r8, #1092]                  5688
ldr r3, [r8, #1096]                  5689
ldr r1, [sp, #32]                    5690
cmps r2, r3                          5691
strhi r2, [r8, #1096]                5692
ldr r3, [r5, #4]                     5693
bic r2, r3, #7                       5694
cmps r1, r2                          5695
bhi                                  5696
ldr r3, [pc, #1412]                  5697
add r0, r5, r10                      5698
cmps r8, r3                          5699
add r4, r5, #8                       5700
movne r1, #4                         5701
moveq r1, #0                         5702
rsb r2, r10, r2                      5703
orr r3, r10, #1                      5704
